"Date","Price","Open","High","Low","Vol.","Change %"
"11/19/2024","130,279.05","129,129.32","130,717.22","129,076.88","","1.00%"
"11/18/2024","128,991.80","126,465.47","129,319.92","126,462.51","","2.14%"
"11/15/2024","126,293.27","126,621.53","127,156.06","126,094.08","","-0.10%"
"11/14/2024","126,425.54","126,895.45","127,338.17","125,285.06","","-0.29%"
"11/13/2024","126,798.53","127,865.81","129,167.61","126,893.43","","-0.72%"
"11/12/2024","127,717.68","128,926.29","129,338.78","127,389.82","","-0.79%"
"11/11/2024","128,737.01","132,200.08","132,283.89","128,416.45","","-2.60%"
"11/08/2024","132,175.67","133,335.75","133,628.16","132,141.77","","-0.74%"
"11/07/2024","133,163.16","130,946.66","133,531.31","130,165.95","","1.83%"
"11/06/2024","130,776.04","134,784.31","135,152.92","130,526.34","","-2.87%"
"11/05/2024","134,636.30","134,259.31","135,113.14","133,676.25","","0.43%"
"11/04/2024","134,060.73","133,916.48","134,886.44","133,704.94","","0.24%"
"11/01/2024","133,735.19","134,281.16","135,214.36","133,735.39","","-0.33%"
"10/31/2024","134,173.30","135,858.38","136,297.64","133,659.64","","-1.13%"
"10/30/2024","135,709.73","135,178.05","136,016.92","135,041.50","","0.52%"
"10/29/2024","135,005.22","133,558.11","135,202.42","133,429.25","","1.20%"
"10/28/2024","133,400.25","133,214.31","133,771.23","132,721.33","","-0.37%"
"10/25/2024","133,895.11","133,465.80","134,045.83","132,533.63","","0.47%"
"10/24/2024","133,273.80","132,395.97","133,821.84","132,371.94","","0.80%"
"10/23/2024","132,212.97","133,880.02","134,393.00","131,945.17","","-1.15%"
"10/22/2024","133,745.91","132,430.59","133,894.44","132,330.45","","1.17%"
"10/21/2024","132,195.95","132,275.14","133,385.50","132,101.34","","0.00%"
"10/18/2024","132,194.86","130,953.12","132,413.19","130,886.70","","1.06%"
"10/17/2024","130,808.15","129,874.16","131,181.59","129,834.93","","0.87%"
"10/16/2024","129,679.46","129,279.73","130,499.65","129,080.39","","0.47%"
"10/15/2024","129,078.05","128,743.00","129,583.60","128,222.31","","0.38%"
"10/14/2024","128,585.16","129,007.33","129,559.71","128,325.45","","-0.24%"
"10/11/2024","128,894.79","127,748.21","129,297.88","127,651.02","","1.05%"
"10/10/2024","127,551.40","126,479.26","127,844.65","126,388.62","","0.96%"
"10/09/2024","126,344.03","127,426.55","127,557.76","126,351.48","","-0.73%"
"10/08/2024","127,274.01","127,907.34","128,886.81","126,593.05","","-0.37%"
"10/07/2024","127,747.47","128,159.03","128,879.20","127,498.17","","-0.29%"
"10/04/2024","128,124.96","128,427.57","129,075.23","127,256.97","","-0.10%"
"10/03/2024","128,257.75","128,615.17","128,828.69","127,604.56","","-0.13%"
"10/02/2024","128,418.61","128,461.38","128,828.91","127,627.68","","0.12%"
"10/01/2024","128,266.32","127,205.55","128,928.20","127,071.80","","0.95%"
"09/30/2024","127,055.18","128,661.76","129,039.66","126,724.38","","-1.05%"
"09/27/2024","128,406.41","129,269.33","129,360.49","127,822.50","","-0.55%"
"09/26/2024","129,118.77","129,006.40","129,933.34","128,321.70","","0.20%"
"09/25/2024","128,859.76","129,430.38","130,071.58","128,649.99","","-0.32%"
"09/24/2024","129,273.56","127,906.03","129,773.10","127,640.76","","1.22%"
"09/23/2024","127,713.54","127,288.90","128,324.05","126,942.57","","0.51%"
"09/20/2024","127,060.03","125,530.63","127,429.84","125,441.08","","1.34%"
"09/19/2024","125,385.76","124,202.16","125,904.23","123,812.73","","1.08%"
"09/18/2024","124,045.78","124,365.51","126,188.20","123,604.71","","-0.14%"
"09/17/2024","124,221.30","125,091.61","125,374.05","123,944.91","","-0.53%"
"09/16/2024","124,878.46","124,816.79","125,521.11","124,710.23","","0.12%"
"09/13/2024","124,733.74","123,888.09","125,210.08","123,773.92","","0.75%"
"09/12/2024","123,806.30","121,499.47","124,003.60","121,453.33","","1.99%"
"09/11/2024","121,388.04","121,707.44","122,382.95","120,983.48","","-0.11%"
"09/10/2024","121,522.65","121,176.53","121,772.87","120,814.16","","0.44%"
"09/09/2024","120,990.63","120,870.31","121,257.13","120,229.59","","0.13%"
"09/06/2024","120,831.06","121,912.16","122,519.30","120,380.44","","-0.78%"
"09/05/2024","121,774.93","120,977.66","122,486.81","120,897.73","","0.78%"
"09/04/2024","120,834.30","120,907.41","121,209.47","119,880.37","","0.09%"
"09/03/2024","120,727.46","121,374.05","121,685.92","119,952.66","","-0.38%"
"09/02/2024","121,190.57","121,557.90","121,814.12","120,945.87","","-0.31%"
"08/30/2024","121,572.27","122,586.40","122,866.40","121,276.04","","-0.72%"
"08/29/2024","122,454.68","121,775.30","122,948.80","121,727.23","","0.59%"
"08/28/2024","121,735.97","122,947.83","123,169.58","121,302.61","","-0.83%"
"08/27/2024","122,760.58","122,750.88","123,029.60","121,869.73","","0.16%"
"08/26/2024","122,570.40","122,495.06","123,373.74","122,345.20","","0.13%"
"08/23/2024","122,416.53","121,200.07","122,849.76","121,032.95","","1.15%"
"08/22/2024","121,022.54","122,571.52","122,698.02","120,528.47","","-1.11%"
