Date,Gold_21_Price_EGP,Gold_21_Local_Sell_EGP,Diff_%
2024-05-13,3089.930273120388,3105.0,0.48533741963323873
2024-05-14,3103.2321523301234,3085.0,-0.5909935925485714
2024-05-15,3139.6432475444885,3085.0,-1.7712559982006006
2024-05-16,3132.2122108444387,3110.0,-0.7142189982134626
2024-05-20,3179.7241468001994,3155.0,-0.7836496608621039
2024-05-21,3179.1693860819523,3165.0,-0.4476899236003894
2024-05-22,3127.0969906923656,3160.0,1.041234471760583
2024-05-23,3085.7400292571574,3135.0,1.5712909327860478
2024-05-24,3092.100085199415,3115.0,0.735149752827771
2024-05-27,3116.080545597762,3080.0,-1.1714462856416237
2024-05-28,3158.7763033099172,3100.0,-1.8960097841908787
2024-05-29,3107.0786245920876,3120.0,0.4141466476894989
2024-05-30,3113.5101355152956,3100.0,-0.4358108230740512
2024-05-31,3091.0248846592826,3095.0,0.12843668306033493
2024-06-03,3109.9618612053305,3095.0,-0.4834203943563967
2024-06-04,3101.3987975629752,3100.0,-0.04512250203145912
2024-06-05,3148.5090102400054,3085.0,-2.058638905672785
2024-06-06,3172.117004517176,3110.0,-1.9973313349574326
2024-06-07,3062.443454916649,3125.0,2.0018094426672324
2024-06-10,3096.397511534072,3080.0,-0.5323867381192138
2024-06-11,3096.5091951066597,3100.0,0.11260660946258977
2024-06-12,3113.10362981658,3095.0,-0.5849314964969304
2024-06-13,3088.399617406401,3100.0,0.37420589011609934
2024-06-14,3127.3622743421156,3100.0,-0.882654011035987
2024-06-17,3107.5056665648563,3125.0,0.5598186699245998
2024-06-18,3122.6293664700115,3125.0,0.07586027295963141
2024-06-19,3119.0360811484234,3130.0,0.3502849473347168
2024-06-20,3164.1798752551963,3125.0,-1.2537560081662813
2024-06-21,3112.8149967045506,3140.0,0.8657644361608091
2024-06-24,3167.878373816451,3135.0,-1.0487519558676597
2024-06-25,3153.1350169595057,3145.0,-0.25866508615280503
2024-06-26,3100.9818830678223,3140.0,1.2426151889228565
2024-06-27,3141.7733936695226,3120.0,-0.6978651817154694
2024-06-28,3140.392962206826,3130.0,-0.3320435209848503
2024-07-01,3164.665431543074,3145.0,-0.6252919409562541
2024-07-02,3152.53243204141,3150.0,-0.08039466798127538
